year,pid,age,sex,marstat,educ,inctot,k6sum,outcome,label_outcome,label_sex,label_education
2021,102,70,1,10,501,39384,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,50,2,10,501,70000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,27,1,50,400,197181,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,62,2,10,400,42296,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,70,1,10,400,42296,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,67,1,20,400,37182,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,2,10,501,72500,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,61,1,10,501,72500,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,76,2,20,202,12000,0,0,No,Female,GED or equivalent
2021,101,45,2,10,113,40373,2,0,No,Female,Grade 9
2021,102,43,1,10,113,40373,2,0,No,Male,Grade 9
2021,103,19,1,50,201,41600,2,0,No,Male,High school graduate
2021,101,30,2,10,202,31000,1,0,No,Female,GED or equivalent
2021,102,31,1,10,301,46000,0,0,No,Male,"Some college, no degree"
2021,101,71,2,20,400,15000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,2,50,201,42000,4,0,No,Female,High school graduate
2021,101,52,2,30,201,60000,6,0,No,Female,High school graduate
2021,101,72,1,10,400,60469,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,72,2,10,201,37000,1,0,No,Female,High school graduate
2021,101,67,2,30,202,18300,0,0,No,Female,GED or equivalent
2021,102,32,2,50,201,77376,6,0,No,Female,High school graduate
2021,102,51,1,10,400,27500,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,25,2,10,400,40040,9,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,104,19,2,50,504,8300,0,0,No,Female,Other degree
2021,101,54,1,10,301,44998,0,0,No,Male,"Some college, no degree"
2021,102,45,1,10,400,7446,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,42,1,50,201,50000,0,0,No,Male,High school graduate
2021,101,58,2,30,201,51112,0,0,No,Female,High school graduate
2021,101,55,2,30,400,262749,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,29,2,50,400,125000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,26,1,50,301,72505,0,0,No,Male,"Some college, no degree"
2021,101,58,2,10,400,79996,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,63,1,10,501,83904,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,65,2,50,202,19335,4,0,No,Female,GED or equivalent
2021,101,77,1,10,201,35000,1,0,No,Male,High school graduate
2021,102,75,2,10,301,35000,7,0,No,Female,"Some college, no degree"
2021,102,25,2,50,501,124380,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,104,74,1,30,501,29000,3,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,23,1,50,400,45000,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,71,2,30,400,58692,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,1,50,400,128000,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,78,1,10,116,7330,0,0,No,Male,"12th grade, no diploma"
2021,102,65,2,10,115,37270,3,0,No,Female,Grade 11
2021,101,33,2,10,202,36608,0,0,No,Female,GED or equivalent
2021,102,36,1,10,201,31002,0,0,No,Male,High school graduate
2021,101,69,1,10,501,62650,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,73,2,10,501,105193,4,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,83,1,20,504,27208,6,0,No,Male,Other degree
2021,101,82,2,30,114,1332,7,0,No,Female,Grade 10
2021,101,65,2,30,202,2376,7,0,No,Female,GED or equivalent
2021,101,53,1,30,201,263653,0,0,No,Male,High school graduate
2021,101,54,1,50,501,39683,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,69,2,10,201,27500,5,0,No,Female,High school graduate
2021,102,73,1,10,400,27500,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,60,2,10,201,17028,2,0,No,Female,High school graduate
2021,102,85,2,30,201,15000,10,0,No,Female,High school graduate
2021,101,80,2,20,201,47885,4,0,No,Female,High school graduate
2021,101,40,1,10,201,34163,4,0,No,Male,High school graduate
2021,102,52,2,10,504,34163,2,0,No,Female,Other degree
2021,101,84,1,10,503,106054,2,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,102,77,2,10,504,70036,2,0,No,Female,Other degree
2021,101,62,2,30,400,88819,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,41,2,10,501,75015,3,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,41,1,10,400,147004,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,50,1,10,504,13000,5,0,No,Male,Other degree
2021,102,49,2,10,301,35000,3,0,No,Female,"Some college, no degree"
2021,101,56,2,40,201,10000,9,0,No,Female,High school graduate
2021,101,43,2,50,503,58451,0,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,101,72,1,30,504,56000,2,0,No,Male,Other degree
2021,101,69,2,10,400,66962,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,73,1,10,301,49682,3,0,No,Male,"Some college, no degree"
2021,103,25,1,50,400,69500,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,1,30,504,83200,3,0,No,Male,Other degree
2021,103,40,1,50,400,146500,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,53,2,10,400,75000,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,47,1,10,400,75000,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,1,10,400,42994,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,53,2,10,400,92508,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,21,2,50,301,4000,2,0,No,Female,"Some college, no degree"
2021,101,80,1,10,400,25419,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,85,2,10,201,25419,0,0,No,Female,High school graduate
2021,101,66,2,30,400,70000,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,2,30,501,86129,7,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,71,2,20,301,65710,1,0,No,Female,"Some college, no degree"
2021,101,73,1,50,400,70310,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,42,1,10,113,52000,0,0,No,Male,Grade 9
2021,101,72,1,30,201,33370,16,1,Yes,Male,High school graduate
2021,101,62,2,10,400,45015,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,64,1,10,201,15015,0,0,No,Male,High school graduate
2021,103,25,2,50,400,82000,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,59,1,30,201,2687,1,0,No,Male,High school graduate
2021,101,39,1,10,400,16427,9,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,38,2,10,116,32853,3,0,No,Female,"12th grade, no diploma"
2021,101,45,2,10,400,49424,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,51,1,10,201,41104,0,0,No,Male,High school graduate
2021,101,31,1,10,400,41863,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,30,2,10,400,21670,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,57,1,50,114,38400,0,0,No,Male,Grade 10
2021,101,54,1,50,201,161227,1,0,No,Male,High school graduate
2021,101,46,1,50,111,35100,17,1,Yes,Male,Grade 8
2021,101,64,2,10,201,2994,5,0,No,Female,High school graduate
2021,102,57,1,10,201,32994,5,0,No,Male,High school graduate
2021,103,46,1,50,201,21000,1,0,No,Male,High school graduate
2021,104,21,1,50,115,7000,8,0,No,Male,Grade 11
2021,101,30,1,10,400,27500,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,27,2,10,400,2500,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,59,2,30,503,136969,0,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,101,37,2,50,400,114550,7,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,57,2,50,201,14326,1,0,No,Female,High school graduate
2021,102,55,2,10,400,120000,6,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,50,2,10,201,49000,5,0,No,Female,High school graduate
2021,102,48,1,10,201,55375,8,0,No,Male,High school graduate
2021,101,35,2,50,400,75451,7,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,61,2,10,503,176928,1,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,60,1,10,400,210413,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,22,2,50,400,3630,5,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,1,10,504,32604,13,1,Yes,Male,Other degree
2021,102,65,2,10,301,32604,9,0,No,Female,"Some college, no degree"
2021,101,29,2,50,400,59345,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,64,2,10,400,10200,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,65,1,10,400,284536,6,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,27,2,10,504,12500,13,1,Yes,Female,Other degree
2021,102,29,1,10,400,53980,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,42,1,10,400,102994,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,43,2,10,400,89999,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,69,1,30,504,53358,3,0,No,Male,Other degree
2021,101,59,1,10,504,58484,0,0,No,Male,Other degree
2021,102,58,2,10,201,100354,0,0,No,Female,High school graduate
2021,103,26,1,50,201,25000,1,0,No,Male,High school graduate
2021,101,48,1,10,201,47251,4,0,No,Male,High school graduate
2021,105,74,1,20,504,16080,7,0,No,Male,Other degree
2021,101,66,2,50,504,156200,1,0,No,Female,Other degree
2021,101,75,2,30,201,24000,3,0,No,Female,High school graduate
2021,101,36,2,50,501,107009,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,26,2,50,400,38000,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,104,23,2,50,504,23000,0,0,No,Female,Other degree
2021,101,41,2,10,504,8000,24,1,Yes,Female,Other degree
2021,102,33,1,10,111,35040,0,0,No,Male,Grade 8
2021,101,74,2,10,400,23200,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,77,1,10,400,23200,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,68,1,20,111,16800,13,1,Yes,Male,Grade 8
2021,101,75,1,10,400,55700,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,79,2,10,201,55700,3,0,No,Female,High school graduate
2021,101,62,2,10,501,55000,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,103,65,1,10,501,120000,3,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,28,1,10,201,45749,14,1,Yes,Male,High school graduate
2021,102,20,2,50,201,19425,0,0,No,Female,High school graduate
2021,103,25,2,10,400,42000,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,67,2,10,400,39020,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,66,1,10,501,39020,3,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,46,1,50,504,23323,9,0,No,Male,Other degree
2021,101,51,2,10,400,60000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,50,1,10,400,120000,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,18,1,50,115,20000,0,0,No,Male,Grade 11
2021,101,64,1,10,400,144095,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,67,2,20,301,59505,5,0,No,Female,"Some college, no degree"
2021,101,67,2,30,400,19282,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,85,2,20,201,15000,2,0,No,Female,High school graduate
2021,101,42,2,10,501,75000,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,54,2,10,201,42006,1,0,No,Female,High school graduate
2021,102,53,1,10,115,35106,1,0,No,Male,Grade 11
2021,101,62,1,30,201,32300,0,0,No,Male,High school graduate
2021,101,54,2,30,400,19469,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,1,50,201,33000,11,0,No,Male,High school graduate
2021,101,60,1,50,113,9840,7,0,No,Male,Grade 9
2021,101,63,2,50,113,11472,0,0,No,Female,Grade 9
2021,101,55,2,10,201,4000,3,0,No,Female,High school graduate
2021,102,58,1,10,201,54096,1,0,No,Male,High school graduate
2021,101,38,1,10,400,73400,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,40,2,10,400,127695,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,77,2,20,301,86477,0,0,No,Female,"Some college, no degree"
2021,101,34,2,50,201,23000,6,0,No,Female,High school graduate
2021,101,39,2,50,400,331941,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,57,2,30,503,28400,3,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,80,1,30,201,25200,7,0,No,Male,High school graduate
2021,101,67,2,20,301,47000,1,0,No,Female,"Some college, no degree"
2021,101,63,1,10,504,45000,2,0,No,Male,Other degree
2021,102,61,2,10,201,41000,0,0,No,Female,High school graduate
2021,101,85,2,20,201,27662,8,0,No,Female,High school graduate
2021,101,71,1,30,400,55280,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,38,1,50,400,34000,8,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,1,10,400,103000,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,36,2,10,400,20000,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,2,10,400,84188,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,68,1,20,301,60382,0,0,No,Male,"Some college, no degree"
2021,101,68,2,10,400,114994,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,71,1,10,201,8000,12,0,No,Male,High school graduate
2021,103,85,2,20,400,24000,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,1,30,105,32016,0,0,No,Male,Grade 2
2021,101,66,2,10,504,8498,2,0,No,Female,Other degree
2021,102,67,1,10,501,126498,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,67,2,10,301,39640,0,0,No,Female,"Some college, no degree"
2021,102,71,1,10,301,54391,0,0,No,Male,"Some college, no degree"
2021,101,64,2,10,504,76003,0,0,No,Female,Other degree
2021,101,65,2,10,400,57500,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,74,1,10,400,87500,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,23,2,50,400,34174,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,48,1,10,501,161700,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,61,1,50,501,69576,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,70,2,20,301,80852,0,0,No,Female,"Some college, no degree"
2021,101,51,2,10,501,122289,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,63,2,10,400,42478,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,55,2,50,504,43930,0,0,No,Female,Other degree
2021,103,80,2,20,201,16800,0,0,No,Female,High school graduate
2021,101,58,1,40,201,12000,0,0,No,Male,High school graduate
2021,101,72,2,30,504,13665,6,0,No,Female,Other degree
2021,101,55,2,10,202,70770,1,0,No,Female,GED or equivalent
2021,102,73,1,10,201,93970,0,0,No,Male,High school graduate
2021,101,24,2,50,110,19928,0,0,No,Female,Grade 7
2021,101,65,1,10,201,12500,0,0,No,Male,High school graduate
2021,102,63,2,10,202,12500,4,0,No,Female,GED or equivalent
2021,102,61,2,20,201,19801,2,0,No,Female,High school graduate
2021,103,36,2,50,201,6365,3,0,No,Female,High school graduate
2021,101,50,2,50,301,13328,2,0,No,Female,"Some college, no degree"
2021,101,59,2,20,504,16800,6,0,No,Female,Other degree
2021,101,68,1,10,400,154813,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,72,2,10,400,133845,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,72,1,20,202,27148,0,0,No,Male,GED or equivalent
2021,101,66,2,10,400,60817,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,67,1,10,501,61742,3,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,57,1,10,201,83400,2,0,No,Male,High school graduate
2021,102,57,2,10,400,37100,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,33,2,10,201,49000,4,0,No,Female,High school graduate
2021,101,51,2,50,501,100050,5,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,35,1,10,400,33000,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,25,2,10,115,17828,8,0,No,Female,Grade 11
2021,101,81,2,20,201,21161,0,0,No,Female,High school graduate
2021,101,80,2,20,301,83558,2,0,No,Female,"Some college, no degree"
2021,101,51,2,50,201,40400,5,0,No,Female,High school graduate
2021,102,56,1,50,201,63400,3,0,No,Male,High school graduate
2021,101,62,1,30,501,74133,3,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,67,2,20,201,39597,4,0,No,Female,High school graduate
2021,101,64,2,10,301,83951,2,0,No,Female,"Some college, no degree"
2021,101,74,1,10,400,40350,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,70,2,10,400,39950,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,29,1,50,501,72000,5,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,43,2,30,201,65276,2,0,No,Female,High school graduate
2021,101,39,2,10,503,50708,3,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,43,1,10,503,78008,2,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,37,2,50,504,26613,2,0,No,Female,Other degree
2021,101,77,1,10,110,33000,1,0,No,Male,Grade 7
2021,102,73,2,10,116,23000,0,0,No,Female,"12th grade, no diploma"
2021,101,73,2,10,400,32600,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,46,1,50,400,60000,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,2,50,501,30000,5,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,42,1,50,301,4027,10,0,No,Male,"Some college, no degree"
2021,101,78,2,20,400,54849,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,35,1,50,400,64000,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,68,1,50,400,6300,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,19,1,50,115,22000,1,0,No,Male,Grade 11
2021,101,38,2,10,400,39499,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,45,1,10,504,39499,1,0,No,Male,Other degree
2021,101,85,1,10,301,54778,0,0,No,Male,"Some college, no degree"
2021,102,85,2,10,504,39030,8,0,No,Female,Other degree
2021,101,63,2,10,504,22800,0,0,No,Female,Other degree
2021,102,65,1,10,400,22800,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,58,2,30,201,15000,10,0,No,Female,High school graduate
2021,101,55,2,10,105,32600,0,0,No,Female,Grade 2
2021,102,57,1,10,400,32600,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,46,2,10,501,180000,5,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,61,2,50,201,13328,2,0,No,Female,High school graduate
2021,101,74,2,10,301,23025,2,0,No,Female,"Some college, no degree"
2021,102,74,1,10,501,23025,6,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,79,2,50,301,16050,7,0,No,Female,"Some college, no degree"
2021,101,39,2,10,501,50639,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,43,1,10,503,70128,6,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,57,1,10,202,39502,3,0,No,Male,GED or equivalent
2021,102,57,2,10,201,46312,2,0,No,Female,High school graduate
2021,101,40,2,10,503,94000,4,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,38,1,10,501,19870,7,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,76,1,30,301,12400,0,0,No,Male,"Some college, no degree"
2021,101,57,2,40,202,14918,9,0,No,Female,GED or equivalent
2021,101,56,2,50,201,10596,5,0,No,Female,High school graduate
2021,102,27,2,50,201,17640,0,0,No,Female,High school graduate
2021,101,82,1,10,201,12707,3,0,No,Male,High school graduate
2021,102,78,2,10,111,10027,0,0,No,Female,Grade 8
2021,101,61,1,50,400,72950,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,29,1,10,201,74000,0,0,No,Male,High school graduate
2021,102,27,2,10,201,22000,0,0,No,Female,High school graduate
2021,101,61,1,50,400,64843,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,22,2,50,400,20,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,20,1,50,114,35360,0,0,No,Male,Grade 10
2021,102,48,2,50,108,22000,0,0,No,Female,Grade 5
2021,103,47,1,50,104,31200,0,0,No,Male,Grade 1
2021,102,50,1,50,111,31200,1,0,No,Male,Grade 8
2021,101,75,1,10,504,19175,0,0,No,Male,Other degree
2021,102,61,2,10,201,19175,0,0,No,Female,High school graduate
2021,102,20,1,50,116,16560,0,0,No,Male,"12th grade, no diploma"
2021,103,58,1,10,105,23920,0,0,No,Male,Grade 2
2021,101,46,1,10,201,60000,0,0,No,Male,High school graduate
2021,102,56,2,10,201,5000,4,0,No,Female,High school graduate
2021,101,58,2,10,400,17800,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,63,1,10,201,37800,1,0,No,Male,High school graduate
2021,101,35,2,50,301,35000,7,0,No,Female,"Some college, no degree"
2021,101,49,1,10,501,90000,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,29,2,50,400,38000,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,104,34,1,30,201,160092,9,0,No,Male,High school graduate
2021,102,32,2,50,400,98220,10,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,31,1,10,501,66250,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,36,2,10,501,1250,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,68,2,30,501,20768,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,79,2,20,504,29281,0,0,No,Female,Other degree
2021,101,70,2,10,400,103000,8,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,80,1,10,400,92265,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,80,2,10,400,90044,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,1,10,501,124650,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,65,2,10,400,23291,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,61,1,10,504,27294,5,0,No,Male,Other degree
2021,102,56,2,10,301,70834,5,0,No,Female,"Some college, no degree"
2021,101,71,1,30,504,44650,2,0,No,Male,Other degree
2021,101,68,2,20,501,91765,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,60,2,20,201,12572,7,0,No,Female,High school graduate
2021,102,41,2,50,114,6240,4,0,No,Female,Grade 10
2021,101,62,2,10,501,15000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,62,1,10,501,67995,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,30,1,50,501,74056,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,77,2,40,201,39904,0,0,No,Female,High school graduate
2021,103,43,1,50,201,32904,0,0,No,Male,High school graduate
2021,101,23,2,50,201,6171,2,0,No,Female,High school graduate
2021,101,40,1,50,400,43250,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,2,10,201,8000,3,0,No,Female,High school graduate
2021,102,44,1,10,202,8000,0,0,No,Male,GED or equivalent
2021,101,45,2,30,501,85487,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,53,1,10,201,20407,0,0,No,Male,High school graduate
2021,102,55,2,10,202,7947,2,0,No,Female,GED or equivalent
2021,101,65,1,50,400,5300,8,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,49,2,30,400,78019,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,51,2,30,201,69235,0,0,No,Female,High school graduate
2021,101,50,2,10,503,234793,0,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,50,1,10,501,132000,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,64,2,10,501,15579,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,54,2,10,504,89003,0,0,No,Female,Other degree
2021,102,54,1,10,201,62400,0,0,No,Male,High school graduate
2021,101,62,1,20,301,24858,0,0,No,Male,"Some college, no degree"
2021,101,61,1,50,115,9266,10,0,No,Male,Grade 11
2021,101,66,2,10,501,22206,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,71,1,10,501,327518,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,45,2,50,201,16000,0,0,No,Female,High school graduate
2021,101,62,2,30,504,20628,20,1,Yes,Female,Other degree
2021,101,44,2,10,504,103500,2,0,No,Female,Other degree
2021,102,47,1,10,400,43500,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,69,2,20,503,16500,0,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,101,65,1,10,400,39250,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,62,2,10,400,39250,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,61,1,30,301,65000,4,0,No,Male,"Some college, no degree"
2021,101,67,2,10,102,10074,12,0,No,Female,Never attended/kindergarten only
2021,102,71,1,10,102,10074,23,1,Yes,Male,Never attended/kindergarten only
2021,101,68,2,10,400,22650,5,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,72,1,10,301,22650,1,0,No,Male,"Some college, no degree"
2021,101,79,1,20,201,13000,1,0,No,Male,High school graduate
2021,101,63,1,10,400,59293,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,64,2,10,301,58500,0,0,No,Female,"Some college, no degree"
2021,101,76,2,20,201,24805,1,0,No,Female,High school graduate
